time_s,source_x_mm,source_y_mm,midplane_depth_mm_lf_ge_0p5,source_plane_depth_mm_lf_ge_0p5
4.686192468619247,14.05857740585774,2.1558876828497695,0.0,0.25
4.728033472803347,14.18410041841004,0.8176417562799729,0.0,0.0
4.7698744769874475,14.309623430962343,-0.7414852969758683,0.0,0.25
4.811715481171548,14.435146443514645,-2.1003044445270067,0.0,0.0
4.853556485355648,14.560669456066945,-2.8917386603184827,0.0,0.25
4.895397489539748,14.686192468619245,-2.901986631074414,0.0,0.25
4.937238493723849,14.811715481171547,-2.1282799275781485,0.0,0.25
4.97907949790795,14.93723849372385,-0.7796308795941294,0.25,0.25
5.02092050209205,15.06276150627615,0.7796308795941151,0.25,0.0
5.06276150627615,15.18828451882845,2.1282799275781077,0.0,0.25
5.104602510460251,15.313807531380753,2.9019866310744,0.0,0.25
5.146443514644352,15.439330543933055,2.8917386603184925,0.0,0.25
5.188284518828452,15.564853556485355,2.100304444527017,0.0,0.25
5.230125523012552,15.690376569037655,0.7414852969759238,0.0,0.0
5.2719665271966525,15.815899581589957,-0.8176417562799383,0.0,0.25
5.313807531380753,15.94142259414226,-2.1558876828497593,0.25,0.0
5.355648535564853,16.06694560669456,-2.9117331917074294,0.0,0.25
5.397489539748953,16.19246861924686,-2.8809910501012954,0.0,0.25
5.439330543933054,16.317991631799163,-2.0719660673473266,0.0,0.25
5.481171548117155,16.443514644351467,-0.7032115992829866,0.25,0.25
5.523012552301255,16.569037656903767,0.8555113594501572,0.25,0.0
5.564853556485355,16.694560669456067,2.1831229402275145,0.0,0.25
5.606694560669456,16.820083682008367,2.920976658190477,0.0,0.25
5.648535564853557,16.94560669456067,2.8697456574129396,0.0,0.25
5.690376569037657,17.07112970711297,2.043269692391455,0.0,0.25
5.732217573221757,17.19665271966527,0.6648163995091948,0.0,0.0
5.7740585774058575,17.322175732217573,-0.8932331459311902,0.0,0.25
5.815899581589958,17.447698744769873,-2.209980993958005,0.25,0.0
5.857740585774058,17.573221757322173,-2.929715433421862,0.0,0.25
5.899581589958158,17.698744769874473,-2.858004425251294,0.0,0.25
5.941422594142259,17.824267782426777,-2.014220277867219,0.0,0.25
5.98326359832636,17.94979079497908,-0.626306331641552,0.25,0.25
6.02510460251046,18.07531380753138,0.9308005980894294,0.25,0.0
6.06694560669456,18.20083682008368,2.236457203461523,0.0,0.25
6.108786610878661,18.326359832635983,2.937948007501336,0.0,0.25
6.150627615062762,18.451882845188287,2.8457693822861008,0.0,0.25
6.192468619246862,18.577405857740587,1.9848228429813004,0.0,0.25
6.234309623430962,18.702928870292887,0.5876880495143306,0.0,0.0
6.2761506276150625,18.828451882845187,-0.9682072249574518,0.25,0.25
6.317991631799163,18.95397489539749,-2.2625469941341896,0.25,0.0
6.359832635983263,19.07949790794979,-2.9456729579909355,0.0,0.25
6.401673640167363,19.20502092050209,-2.8330426425087074,0.0,0.25
6.443514644351464,19.330543933054393,-1.9550824670718296,0.0,0.25
6.485355648535565,19.456066945606693,-0.5489682256590777,0.25,0.25
6.527196652719665,19.581589958158993,1.005446563355376,0.25,0.0
6.569037656903765,19.707112970711293,2.288245858138109,0.0,0.25
6.610878661087866,19.832635983263597,2.9528889501607267,0.0,0.25
6.652719665271967,19.9581589958159,2.8198264048665145,0.0,0.25
6.694560669456067,20.0836820083682,1.925004288730861,0.0,0.25
6.736401673640167,20.2092050209205,0.5101535501520994,0.0,0.0
6.7782426778242675,20.334728033472803,-1.0425121790078251,0.25,0.25
6.820083682008368,20.460251046025107,-2.313549355180463,0.25,0.0
6.861924686192468,20.585774058577407,-2.959594737219475,0.0,0.25
6.903765690376568,20.711297071129707,-2.806122952883295,0.0,0.25
6.945606694560669,20.836820083682007,-1.894593504916618,0.0,0.25
6.98744769874477,20.96234309623431,-0.4712507294580362,0.25,0.25
7.02928870292887,21.08786610878661,1.0793976676555292,0.25,0.0
7.07112970711297,21.21338912133891,2.3384531132804636,0.0,0.25
7.112970711297071,21.338912133891213,2.9657891605300377,0.0,0.25
7.154811715481172,21.464435146443513,2.7919346542644634,0.0,0.25
7.196652719665272,21.589958158995813,1.8638553700553586,0.0,0.25
7.238493723849372,21.715481171548113,0.4322664852716961,0.0,0.0
7.2803347280334725,21.841004184100417,-1.1160966561617451,0.25,0.25
7.322175732217573,21.96652719665272,-2.3629528295250775,0.25,0.0
7.364016736401673,22.09205020920502,-2.9714711498095423,0.0,0.25
7.405857740585773,22.21757322175732,-2.777263960488125,0.0,0.25
7.447698744769874,22.343096234309623,-1.8327951951336032,0.0,0.25
7.489539748953975,22.468619246861927,-0.3932075533561641,0.25,0.25
7.531380753138075,22.594142259414227,1.1526028036136569,0.25,0.0
7.573221757322175,22.719665271966527,2.3870442708121145,0.0,0.25
7.615062761506276,22.845188284518827,2.9766397233143467,0.0,0.25
7.656903765690377,22.97071129707113,2.762113406381321,0.0,0.25
7.698744769874477,23.09623430962343,1.8014183467805958,0.0,0.25
7.740585774058577,23.22175732217573,0.3540806823794078,0.0,0.0
7.7824267782426775,23.347280334728033,-1.1889098024178488,0.25,0.25
7.824267782426778,23.472803347280333,-2.4107232745819482,0.25,0.0
7.866108786610878,23.598326359832633,-2.9812939880096416,0.0,0.25
7.907949790794978,23.723849372384933,-2.746485609682277,0.0,0.25
7.949790794979079,23.849372384937237,-1.7697302463408464,0.0,0.25
7.99163179916318,23.97489539748954,-0.3148926327476814,0.25,0.25
8.03347280334728,24.10041841004184,1.2250113793900257,0.25,0.0
8.07531380753138,24.22594142259414,2.4339857495364727,0.0,0.25
8.11715481171548,24.35146443514644,2.9854331397237583,0.0,0.25
8.158995815899582,24.476987447698747,2.7303832705879154,0.0,0.25
8.200836820083682,24.602510460251047,1.7377363689375223,0.0,0.25
8.242677824267782,24.728033472803347,0.27565017543825565,0.0,0.0
8.284518828451883,24.85355648535565,-1.2609012968391777,0.25,0.25
8.326359832635983,24.97907949790795,-2.456827676346329,0.25,0.0
8.368200836820083,25.10460251046025,-2.9890564632871177,0.0,0.25
8.410041841004183,25.23012552301255,-2.713809171287456,0.0,0.25
8.451882845188283,25.35564853556485,-1.7054422425265867,0.25,0.25
8.493723849372385,25.481171548117153,-0.236360090828585,0.25,0.25
8.535564853556485,25.606694560669453,1.296573353645027,0.25,0.0
8.577405857740585,25.732217573221753,2.4792451083449,0.0,0.25
8.619246861924687,25.85774058577406,2.9921633326557853,0.0,0.25
8.661087866108787,25.98326359832636,2.6967661754815704,0.0,0.25
8.702928870292887,26.10878661087866,1.6728534469412866,0.0,0.25
8.744769874476987,26.23430962343096,0.19702916752558808,0.0,0.0
8.786610878661087,26.35983263598326,-1.332021386329702,0.25,0.25
8.828451882845188,26.485355648535567,-2.501234172210767,0.25,0.25
8.870292887029288,26.610878661087867,-2.9947532110196526,0.0,0.25
8.912133891213388,26.736401673640167,-2.679257227887747,0.0,0.25
8.95397489539749,26.86192468619247,-1.6399756129285137,0.25,0.25
8.99581589958159,26.98744769874477,-0.15766420119214924,0.25,0.25
9.03765690376569,27.11297071129707,1.3672392701227085,0.25,0.0
9.07949790794979,27.23849372384937,2.5227910686364803,0.25,0.25
9.12133891213389,27.36401673640167,2.9968256508951883,0.25,0.25
9.163179916317992,27.489539748953973,2.661285353731275,0.25,0.25
9.205020920502092,27.615062761506273,1.6068144211756694,0.25,0.75
9.246861924686192,27.740585774058573,0.11827199337337757,0.25,0.25
9.288702928870293,27.86610878661088,-1.4022209200188736,0.25,0.25
9.330543933054393,27.99163179916318,-2.5439120729853255,0.25,0.25
9.372384937238493,28.11715481171548,-2.998380294202757,0.25,0.25
9.414225941422593,28.24267782426778,-2.6428536582228053,0.25,0.75
9.456066945606693,28.36820083682008,-1.5733756013291478,0.75,0.75
9.497907949790795,28.493723849372387,-0.07885935032091357,0.75,0.75
9.539748953974895,28.619246861924687,1.4369602918299522,0.75,0.25
9.581589958158995,28.744769874476987,2.5645935359346392,0.75,0.25
9.623430962343097,28.87029288702929,2.9994168723284726,0.75,0.25
9.665271966527197,28.99581589958159,2.623965326021597,0.75,0.75
9.707112970711297,29.12133891213389,1.5396649310042803,0.75,1.25
9.748953974895397,29.24686192468619,0.03943308181752997,0.75,0.75
9.790794979079497,29.37238493723849,-1.4714513832289526,1.25,0.75
9.832635983263598,29.497907949790793,-2.5848318841066154,1.25,0.25
9.874476987447698,29.623430962343093,-2.9999352061706253,1.25,0.75
9.916317991631798,29.748953974895393,-2.6046236206854654,1.25,0.75
9.9581589958159,29.8744769874477,-1.5056882347873248,1.25,1.25
10.0,30.0,-1.469576158976824e-14,1.25,1.25
